Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
WD-REC-00789,Workday,RECRUITING,Background Check,Healthcare,Integration Load -> Validate -> Error Handling -> Reprocess,Workflow,Edit Healthcare Workday Background Check,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Background Check.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00790,Workday,RECRUITING,Background Check,Healthcare,Recruiting -> Hire -> Onboard -> Time -> Payroll,Performance,Route Healthcare Workday Background Check,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Background Check.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00791,Workday,RECRUITING,Background Check,Healthcare,Budget -> Expense -> Journal -> Dashboard,Integration,Update Healthcare Workday Background Check,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Background Check.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00792,Workday,RECRUITING,Background Check,Manufacturing,Requisition -> Offer -> Hire -> Onboard -> Payroll,Mobile,Close Manufacturing Workday Background Check,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Background Check.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00793,Workday,RECRUITING,Background Check,Manufacturing,Employee Life Event -> Benefits -> Payroll -> Reporting,Functional,Submit Manufacturing Workday Background Check,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Background Check.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00794,Workday,RECRUITING,Background Check,Manufacturing,Expense Submit -> Approval -> Accounting -> Reimbursement,Security,Edit Manufacturing Workday Background Check,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Background Check.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00795,Workday,RECRUITING,Background Check,Manufacturing,Supplier Invoice -> Matching -> Approval -> Payment,Mobile,Reject Manufacturing Workday Background Check,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Background Check.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00796,Workday,RECRUITING,Background Check,Manufacturing,Integration Load -> Validate -> Error Handling -> Reprocess,Performance,Create Manufacturing Workday Background Check,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Background Check.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00797,Workday,RECRUITING,Background Check,Manufacturing,Recruiting -> Hire -> Onboard -> Time -> Payroll,Workflow,Export Manufacturing Workday Background Check,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Background Check.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00798,Workday,RECRUITING,Background Check,Manufacturing,Budget -> Expense -> Journal -> Dashboard,Functional,Create Manufacturing Workday Background Check,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Background Check.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00799,Workday,RECRUITING,Background Check,Education,Requisition -> Offer -> Hire -> Onboard -> Payroll,Workflow,Approve Education Workday Background Check,Workday access is provisioned and Education test data exists,"1. Open Workday Background Check.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00800,Workday,RECRUITING,Background Check,Education,Employee Life Event -> Benefits -> Payroll -> Reporting,Workflow,Review Education Workday Background Check,Workday access is provisioned and Education test data exists,"1. Open Workday Background Check.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00801,Workday,RECRUITING,Background Check,Education,Expense Submit -> Approval -> Accounting -> Reimbursement,Functional,Review Education Workday Background Check,Workday access is provisioned and Education test data exists,"1. Open Workday Background Check.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00802,Workday,RECRUITING,Background Check,Education,Supplier Invoice -> Matching -> Approval -> Payment,UI,Reject Education Workday Background Check,Workday access is provisioned and Education test data exists,"1. Open Workday Background Check.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00803,Workday,RECRUITING,Background Check,Education,Integration Load -> Validate -> Error Handling -> Reprocess,Integration,Submit Education Workday Background Check,Workday access is provisioned and Education test data exists,"1. Open Workday Background Check.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00804,Workday,RECRUITING,Background Check,Education,Recruiting -> Hire -> Onboard -> Time -> Payroll,Workflow,Export Education Workday Background Check,Workday access is provisioned and Education test data exists,"1. Open Workday Background Check.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00805,Workday,RECRUITING,Background Check,Education,Budget -> Expense -> Journal -> Dashboard,Performance,Import Education Workday Background Check,Workday access is provisioned and Education test data exists,"1. Open Workday Background Check.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00806,Workday,RECRUITING,Background Check,Nonprofit,Requisition -> Offer -> Hire -> Onboard -> Payroll,Integration,Approve Nonprofit Workday Background Check,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Background Check.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00807,Workday,RECRUITING,Background Check,Nonprofit,Employee Life Event -> Benefits -> Payroll -> Reporting,Performance,Validate Nonprofit Workday Background Check,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Background Check.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00808,Workday,RECRUITING,Background Check,Nonprofit,Expense Submit -> Approval -> Accounting -> Reimbursement,Accessibility,Review Nonprofit Workday Background Check,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Background Check.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00809,Workday,RECRUITING,Background Check,Nonprofit,Supplier Invoice -> Matching -> Approval -> Payment,Performance,Reject Nonprofit Workday Background Check,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Background Check.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00810,Workday,RECRUITING,Background Check,Nonprofit,Integration Load -> Validate -> Error Handling -> Reprocess,Workflow,Review Nonprofit Workday Background Check,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Background Check.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00811,Workday,RECRUITING,Background Check,Nonprofit,Recruiting -> Hire -> Onboard -> Time -> Payroll,Integration,Create Nonprofit Workday Background Check,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Background Check.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00812,Workday,RECRUITING,Background Check,Nonprofit,Budget -> Expense -> Journal -> Dashboard,Regression,Validate Nonprofit Workday Background Check,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Background Check.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00813,Workday,RECRUITING,Background Check,Financial Services,Requisition -> Offer -> Hire -> Onboard -> Payroll,Functional,Validate Financial Services Workday Background Check,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Background Check.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00814,Workday,RECRUITING,Background Check,Financial Services,Employee Life Event -> Benefits -> Payroll -> Reporting,Accessibility,Approve Financial Services Workday Background Check,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Background Check.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00815,Workday,RECRUITING,Background Check,Financial Services,Expense Submit -> Approval -> Accounting -> Reimbursement,Accessibility,Sync Financial Services Workday Background Check,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Background Check.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00816,Workday,RECRUITING,Background Check,Financial Services,Supplier Invoice -> Matching -> Approval -> Payment,Workflow,Export Financial Services Workday Background Check,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Background Check.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00817,Workday,RECRUITING,Background Check,Financial Services,Integration Load -> Validate -> Error Handling -> Reprocess,Mobile,Edit Financial Services Workday Background Check,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Background Check.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00818,Workday,RECRUITING,Background Check,Financial Services,Recruiting -> Hire -> Onboard -> Time -> Payroll,Data Migration,Close Financial Services Workday Background Check,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Background Check.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00819,Workday,RECRUITING,Background Check,Financial Services,Budget -> Expense -> Journal -> Dashboard,Functional,Review Financial Services Workday Background Check,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Background Check.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00820,Workday,RECRUITING,Background Check,Technology,Requisition -> Offer -> Hire -> Onboard -> Payroll,Data Migration,Export Technology Workday Background Check,Workday access is provisioned and Technology test data exists,"1. Open Workday Background Check.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00821,Workday,RECRUITING,Background Check,Technology,Employee Life Event -> Benefits -> Payroll -> Reporting,Mobile,Export Technology Workday Background Check,Workday access is provisioned and Technology test data exists,"1. Open Workday Background Check.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00822,Workday,RECRUITING,Background Check,Technology,Expense Submit -> Approval -> Accounting -> Reimbursement,Mobile,Submit Technology Workday Background Check,Workday access is provisioned and Technology test data exists,"1. Open Workday Background Check.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00823,Workday,RECRUITING,Background Check,Technology,Supplier Invoice -> Matching -> Approval -> Payment,Regression,Close Technology Workday Background Check,Workday access is provisioned and Technology test data exists,"1. Open Workday Background Check.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00824,Workday,RECRUITING,Background Check,Technology,Integration Load -> Validate -> Error Handling -> Reprocess,Regression,Edit Technology Workday Background Check,Workday access is provisioned and Technology test data exists,"1. Open Workday Background Check.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00825,Workday,RECRUITING,Background Check,Technology,Recruiting -> Hire -> Onboard -> Time -> Payroll,Accessibility,Route Technology Workday Background Check,Workday access is provisioned and Technology test data exists,"1. Open Workday Background Check.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00826,Workday,RECRUITING,Background Check,Technology,Budget -> Expense -> Journal -> Dashboard,Integration,Review Technology Workday Background Check,Workday access is provisioned and Technology test data exists,"1. Open Workday Background Check.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00827,Workday,RECRUITING,Background Check,Public Sector,Requisition -> Offer -> Hire -> Onboard -> Payroll,Functional,Route Public Sector Workday Background Check,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Background Check.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00828,Workday,RECRUITING,Background Check,Public Sector,Employee Life Event -> Benefits -> Payroll -> Reporting,UI,Route Public Sector Workday Background Check,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Background Check.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00829,Workday,RECRUITING,Background Check,Public Sector,Expense Submit -> Approval -> Accounting -> Reimbursement,Functional,Close Public Sector Workday Background Check,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Background Check.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00830,Workday,RECRUITING,Background Check,Public Sector,Supplier Invoice -> Matching -> Approval -> Payment,Workflow,Export Public Sector Workday Background Check,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Background Check.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Regression,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00831,Workday,RECRUITING,Background Check,Public Sector,Integration Load -> Validate -> Error Handling -> Reprocess,Functional,Submit Public Sector Workday Background Check,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Background Check.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Security,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00832,Workday,RECRUITING,Background Check,Public Sector,Recruiting -> Hire -> Onboard -> Time -> Payroll,Security,Review Public Sector Workday Background Check,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Background Check.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00833,Workday,RECRUITING,Background Check,Public Sector,Budget -> Expense -> Journal -> Dashboard,Workflow,Sync Public Sector Workday Background Check,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Background Check.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00834,Workday,RECRUITING,Background Check,Hospitality,Requisition -> Offer -> Hire -> Onboard -> Payroll,Workflow,Close Hospitality Workday Background Check,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Background Check.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00835,Workday,RECRUITING,Background Check,Hospitality,Employee Life Event -> Benefits -> Payroll -> Reporting,Performance,Submit Hospitality Workday Background Check,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Background Check.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,UI,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00836,Workday,RECRUITING,Background Check,Hospitality,Expense Submit -> Approval -> Accounting -> Reimbursement,UI,Validate Hospitality Workday Background Check,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Background Check.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Functional,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00837,Workday,RECRUITING,Background Check,Hospitality,Supplier Invoice -> Matching -> Approval -> Payment,Accessibility,Import Hospitality Workday Background Check,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Background Check.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Workflow,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00838,Workday,RECRUITING,Background Check,Hospitality,Integration Load -> Validate -> Error Handling -> Reprocess,UI,Reject Hospitality Workday Background Check,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Background Check.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00839,Workday,RECRUITING,Background Check,Hospitality,Recruiting -> Hire -> Onboard -> Time -> Payroll,Mobile,Create Hospitality Workday Background Check,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Background Check.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Data Migration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00840,Workday,RECRUITING,Background Check,Hospitality,Budget -> Expense -> Journal -> Dashboard,Functional,Update Hospitality Workday Background Check,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Background Check.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00841,Workday,RECRUITING,Requisition,Corporate,Requisition -> Offer -> Hire -> Onboard -> Payroll,Functional,Edit Corporate Workday Requisition,Workday access is provisioned and Corporate test data exists,"1. Open Workday Requisition.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Mobile,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00842,Workday,RECRUITING,Requisition,Corporate,Employee Life Event -> Benefits -> Payroll -> Reporting,Workflow,Submit Corporate Workday Requisition,Workday access is provisioned and Corporate test data exists,"1. Open Workday Requisition.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Accessibility,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
WD-REC-00843,Workday,RECRUITING,Requisition,Corporate,Expense Submit -> Approval -> Accounting -> Reimbursement,Functional,Reject Corporate Workday Requisition,Workday access is provisioned and Corporate test data exists,"1. Open Workday Requisition.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Integration,"{""worker"": ""Jane Doe"", ""company"": ""Global Demo"", ""region"": ""US""}"
