scenario_id,industry,erp_system,product,e2e_scenario_name,business_description,modules,data_sources,priority,test_type,auto_feasibility,integration_hint
TRV-ORA-065,Travel,Oracle Hospitality,Oracle Travel Process 65,Travel E2E #65: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-066,Travel,Oracle Hospitality,Oracle Travel Process 66,Travel E2E #66: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-067,Travel,Oracle Hospitality,Oracle Travel Process 67,Travel E2E #67: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-068,Travel,Oracle Hospitality,Oracle Travel Process 68,Travel E2E #68: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-069,Travel,Oracle Hospitality,Oracle Travel Process 69,Travel E2E #69: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-070,Travel,Oracle Hospitality,Oracle Travel Process 70,Travel E2E #70: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-071,Travel,Oracle Hospitality,Oracle Travel Process 71,Travel E2E #71: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-072,Travel,Oracle Hospitality,Oracle Travel Process 72,Travel E2E #72: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-073,Travel,Oracle Hospitality,Oracle Travel Process 73,Travel E2E #73: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-074,Travel,Oracle Hospitality,Oracle Travel Process 74,Travel E2E #74: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-075,Travel,Oracle Hospitality,Oracle Travel Process 75,Travel E2E #75: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-076,Travel,Oracle Hospitality,Oracle Travel Process 76,Travel E2E #76: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-077,Travel,Oracle Hospitality,Oracle Travel Process 77,Travel E2E #77: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-078,Travel,Oracle Hospitality,Oracle Travel Process 78,Travel E2E #78: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-079,Travel,Oracle Hospitality,Oracle Travel Process 79,Travel E2E #79: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-080,Travel,Oracle Hospitality,Oracle Travel Process 80,Travel E2E #80: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-081,Travel,Oracle Hospitality,Oracle Travel Process 81,Travel E2E #81: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-082,Travel,Oracle Hospitality,Oracle Travel Process 82,Travel E2E #82: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-083,Travel,Oracle Hospitality,Oracle Travel Process 83,Travel E2E #83: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-084,Travel,Oracle Hospitality,Oracle Travel Process 84,Travel E2E #84: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-085,Travel,Oracle Hospitality,Oracle Travel Process 85,Travel E2E #85: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-086,Travel,Oracle Hospitality,Oracle Travel Process 86,Travel E2E #86: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-087,Travel,Oracle Hospitality,Oracle Travel Process 87,Travel E2E #87: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-088,Travel,Oracle Hospitality,Oracle Travel Process 88,Travel E2E #88: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-089,Travel,Oracle Hospitality,Oracle Travel Process 89,Travel E2E #89: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-090,Travel,Oracle Hospitality,Oracle Travel Process 90,Travel E2E #90: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-091,Travel,Oracle Hospitality,Oracle Travel Process 91,Travel E2E #91: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-092,Travel,Oracle Hospitality,Oracle Travel Process 92,Travel E2E #92: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-093,Travel,Oracle Hospitality,Oracle Travel Process 93,Travel E2E #93: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-094,Travel,Oracle Hospitality,Oracle Travel Process 94,Travel E2E #94: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-095,Travel,Oracle Hospitality,Oracle Travel Process 95,Travel E2E #95: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-096,Travel,Oracle Hospitality,Oracle Travel Process 96,Travel E2E #96: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-097,Travel,Oracle Hospitality,Oracle Travel Process 97,Travel E2E #97: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-098,Travel,Oracle Hospitality,Oracle Travel Process 98,Travel E2E #98: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-099,Travel,Oracle Hospitality,Oracle Travel Process 99,Travel E2E #99: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-100,Travel,Oracle Hospitality,Oracle Travel Process 100,Travel E2E #100: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-101,Travel,Oracle Hospitality,Oracle Travel Process 101,Travel E2E #101: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-102,Travel,Oracle Hospitality,Oracle Travel Process 102,Travel E2E #102: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-103,Travel,Oracle Hospitality,Oracle Travel Process 103,Travel E2E #103: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-104,Travel,Oracle Hospitality,Oracle Travel Process 104,Travel E2E #104: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-105,Travel,Oracle Hospitality,Oracle Travel Process 105,Travel E2E #105: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-106,Travel,Oracle Hospitality,Oracle Travel Process 106,Travel E2E #106: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-107,Travel,Oracle Hospitality,Oracle Travel Process 107,Travel E2E #107: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-108,Travel,Oracle Hospitality,Oracle Travel Process 108,Travel E2E #108: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-109,Travel,Oracle Hospitality,Oracle Travel Process 109,Travel E2E #109: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-110,Travel,Oracle Hospitality,Oracle Travel Process 110,Travel E2E #110: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-111,Travel,Oracle Hospitality,Oracle Travel Process 111,Travel E2E #111: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-112,Travel,Oracle Hospitality,Oracle Travel Process 112,Travel E2E #112: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-113,Travel,Oracle Hospitality,Oracle Travel Process 113,Travel E2E #113: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-114,Travel,Oracle Hospitality,Oracle Travel Process 114,Travel E2E #114: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-115,Travel,Oracle Hospitality,Oracle Travel Process 115,Travel E2E #115: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-116,Travel,Oracle Hospitality,Oracle Travel Process 116,Travel E2E #116: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-117,Travel,Oracle Hospitality,Oracle Travel Process 117,Travel E2E #117: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-118,Travel,Oracle Hospitality,Oracle Travel Process 118,Travel E2E #118: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-119,Travel,Oracle Hospitality,Oracle Travel Process 119,Travel E2E #119: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-120,Travel,Oracle Hospitality,Oracle Travel Process 120,Travel E2E #120: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-121,Travel,Oracle Hospitality,Oracle Travel Process 121,Travel E2E #121: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-122,Travel,Oracle Hospitality,Oracle Travel Process 122,Travel E2E #122: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-123,Travel,Oracle Hospitality,Oracle Travel Process 123,Travel E2E #123: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-124,Travel,Oracle Hospitality,Oracle Travel Process 124,Travel E2E #124: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-125,Travel,Oracle Hospitality,Oracle Travel Process 125,Travel E2E #125: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-126,Travel,Oracle Hospitality,Oracle Travel Process 126,Travel E2E #126: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-127,Travel,Oracle Hospitality,Oracle Travel Process 127,Travel E2E #127: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-128,Travel,Oracle Hospitality,Oracle Travel Process 128,Travel E2E #128: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-129,Travel,Oracle Hospitality,Oracle Travel Process 129,Travel E2E #129: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-130,Travel,Oracle Hospitality,Oracle Travel Process 130,Travel E2E #130: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-131,Travel,Oracle Hospitality,Oracle Travel Process 131,Travel E2E #131: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-132,Travel,Oracle Hospitality,Oracle Travel Process 132,Travel E2E #132: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-133,Travel,Oracle Hospitality,Oracle Travel Process 133,Travel E2E #133: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-134,Travel,Oracle Hospitality,Oracle Travel Process 134,Travel E2E #134: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-135,Travel,Oracle Hospitality,Oracle Travel Process 135,Travel E2E #135: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-136,Travel,Oracle Hospitality,Oracle Travel Process 136,Travel E2E #136: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-137,Travel,Oracle Hospitality,Oracle Travel Process 137,Travel E2E #137: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-138,Travel,Oracle Hospitality,Oracle Travel Process 138,Travel E2E #138: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-139,Travel,Oracle Hospitality,Oracle Travel Process 139,Travel E2E #139: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-140,Travel,Oracle Hospitality,Oracle Travel Process 140,Travel E2E #140: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-141,Travel,Oracle Hospitality,Oracle Travel Process 141,Travel E2E #141: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-142,Travel,Oracle Hospitality,Oracle Travel Process 142,Travel E2E #142: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-143,Travel,Oracle Hospitality,Oracle Travel Process 143,Travel E2E #143: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-144,Travel,Oracle Hospitality,Oracle Travel Process 144,Travel E2E #144: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-145,Travel,Oracle Hospitality,Oracle Travel Process 145,Travel E2E #145: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-146,Travel,Oracle Hospitality,Oracle Travel Process 146,Travel E2E #146: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
TRV-ORA-147,Travel,Oracle Hospitality,Oracle Travel Process 147,Travel E2E #147: Search-to-Booking-to-Fulfillment,"Search, booking, payment, ticketing, loyalty and post-booking changes","['Booking', 'Payments', 'Loyalty', 'Fulfillment']","['Oracle', 'GDS', 'PaymentGateway']",High,E2E,High,Oracle APIs + GDS/PNR links
