Test Case ID,Cloud,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-SA-02565,Sales,Opportunity,Manufacturing,Campaign -> Lead -> Conversion -> Opp -> Revenue,Regression,Restore Manufacturing Sales Opportunity,User has Sales access and Manufacturing data is configured,"1. Navigate to Opportunity.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Restore and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Security
SF-SA-02566,Sales,Opportunity,Manufacturing,Campaign -> Lead -> Conversion -> Opp -> Revenue,Integration,View Manufacturing Sales Opportunity,User has Sales access and Manufacturing data is configured,"1. Navigate to Opportunity.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform View and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Integration
SF-SA-02567,Sales,Opportunity,Manufacturing,Account -> Contact -> Opp -> Close Won,UI,Update Manufacturing Sales Opportunity,User has Sales access and Manufacturing data is configured,"1. Navigate to Opportunity.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Update and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Integration
SF-SA-02568,Sales,Opportunity,Manufacturing,Account -> Contact -> Opp -> Close Won,Integration,View Manufacturing Sales Opportunity,User has Sales access and Manufacturing data is configured,"1. Navigate to Opportunity.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform View and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Mobile
SF-SA-02569,Sales,Opportunity,Retail,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,UI,View Retail Sales Opportunity,User has Sales access and Retail data is configured,"1. Navigate to Opportunity.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform View and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,UI
SF-SA-02570,Sales,Opportunity,Retail,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Regression,Bulk Edit Retail Sales Opportunity,User has Sales access and Retail data is configured,"1. Navigate to Opportunity.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Bulk Edit and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Performance
SF-SA-02571,Sales,Opportunity,Retail,Campaign -> Lead -> Conversion -> Opp -> Revenue,UI,Archive Retail Sales Opportunity,User has Sales access and Retail data is configured,"1. Navigate to Opportunity.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Archive and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Mobile
SF-SA-02572,Sales,Opportunity,Retail,Campaign -> Lead -> Conversion -> Opp -> Revenue,Regression,Create Retail Sales Opportunity,User has Sales access and Retail data is configured,"1. Navigate to Opportunity.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Create and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Regression
SF-SA-02573,Sales,Opportunity,Retail,Account -> Contact -> Opp -> Close Won,UI,Reassign Retail Sales Opportunity,User has Sales access and Retail data is configured,"1. Navigate to Opportunity.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Reassign and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Security
SF-SA-02574,Sales,Opportunity,Retail,Account -> Contact -> Opp -> Close Won,Accessibility,Close Retail Sales Opportunity,User has Sales access and Retail data is configured,"1. Navigate to Opportunity.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Close and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Accessibility
SF-SA-02575,Sales,Opportunity,Insurance,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Functional,Restore Insurance Sales Opportunity,User has Sales access and Insurance data is configured,"1. Navigate to Opportunity.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Restore and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Integration
SF-SA-02576,Sales,Opportunity,Insurance,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Mobile,Archive Insurance Sales Opportunity,User has Sales access and Insurance data is configured,"1. Navigate to Opportunity.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Archive and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Mobile
SF-SA-02577,Sales,Opportunity,Insurance,Campaign -> Lead -> Conversion -> Opp -> Revenue,Performance,Approve Insurance Sales Opportunity,User has Sales access and Insurance data is configured,"1. Navigate to Opportunity.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Approve and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Functional
SF-SA-02578,Sales,Opportunity,Insurance,Campaign -> Lead -> Conversion -> Opp -> Revenue,Integration,Reject Insurance Sales Opportunity,User has Sales access and Insurance data is configured,"1. Navigate to Opportunity.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Reject and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Functional
SF-SA-02579,Sales,Opportunity,Insurance,Account -> Contact -> Opp -> Close Won,Functional,Export Insurance Sales Opportunity,User has Sales access and Insurance data is configured,"1. Navigate to Opportunity.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Export and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Mobile
SF-SA-02580,Sales,Opportunity,Insurance,Account -> Contact -> Opp -> Close Won,UI,Reject Insurance Sales Opportunity,User has Sales access and Insurance data is configured,"1. Navigate to Opportunity.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Reject and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Mobile
SF-SA-02581,Sales,Opportunity,Education,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Performance,Reject Education Sales Opportunity,User has Sales access and Education data is configured,"1. Navigate to Opportunity.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Reject and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Functional
SF-SA-02582,Sales,Opportunity,Education,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Performance,Bulk Edit Education Sales Opportunity,User has Sales access and Education data is configured,"1. Navigate to Opportunity.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Bulk Edit and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Functional
SF-SA-02583,Sales,Opportunity,Education,Campaign -> Lead -> Conversion -> Opp -> Revenue,Functional,Sync Education Sales Opportunity,User has Sales access and Education data is configured,"1. Navigate to Opportunity.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Sync and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Mobile
SF-SA-02584,Sales,Opportunity,Education,Campaign -> Lead -> Conversion -> Opp -> Revenue,UI,Export Education Sales Opportunity,User has Sales access and Education data is configured,"1. Navigate to Opportunity.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Export and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,Performance
SF-SA-02585,Sales,Opportunity,Education,Account -> Contact -> Opp -> Close Won,Integration,Approve Education Sales Opportunity,User has Sales access and Education data is configured,"1. Navigate to Opportunity.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Approve and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Performance
SF-SA-02586,Sales,Opportunity,Education,Account -> Contact -> Opp -> Close Won,Accessibility,Archive Education Sales Opportunity,User has Sales access and Education data is configured,"1. Navigate to Opportunity.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Archive and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Performance
SF-SA-02587,Sales,Opportunity,Healthcare,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Functional,Reassign Healthcare Sales Opportunity,User has Sales access and Healthcare data is configured,"1. Navigate to Opportunity.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Reassign and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Performance
SF-SA-02588,Sales,Opportunity,Healthcare,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Integration,View Healthcare Sales Opportunity,User has Sales access and Healthcare data is configured,"1. Navigate to Opportunity.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform View and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Mobile
SF-SA-02589,Sales,Opportunity,Healthcare,Campaign -> Lead -> Conversion -> Opp -> Revenue,Functional,Archive Healthcare Sales Opportunity,User has Sales access and Healthcare data is configured,"1. Navigate to Opportunity.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Archive and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,Accessibility
SF-SA-02590,Sales,Opportunity,Healthcare,Campaign -> Lead -> Conversion -> Opp -> Revenue,Mobile,Submit Healthcare Sales Opportunity,User has Sales access and Healthcare data is configured,"1. Navigate to Opportunity.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Submit and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Integration
SF-SA-02591,Sales,Opportunity,Healthcare,Account -> Contact -> Opp -> Close Won,Functional,Archive Healthcare Sales Opportunity,User has Sales access and Healthcare data is configured,"1. Navigate to Opportunity.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Archive and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Regression
SF-SA-02592,Sales,Opportunity,Healthcare,Account -> Contact -> Opp -> Close Won,Mobile,Clone Healthcare Sales Opportunity,User has Sales access and Healthcare data is configured,"1. Navigate to Opportunity.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Clone and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,UI
SF-SA-02593,Sales,Account,Retail Banking,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Performance,Restore Retail Banking Sales Account,User has Sales access and Retail Banking data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Restore and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Integration
SF-SA-02594,Sales,Account,Retail Banking,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,UI,Submit Retail Banking Sales Account,User has Sales access and Retail Banking data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Submit and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Functional
SF-SA-02595,Sales,Account,Retail Banking,Campaign -> Lead -> Conversion -> Opp -> Revenue,Mobile,Submit Retail Banking Sales Account,User has Sales access and Retail Banking data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Submit and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Security
SF-SA-02596,Sales,Account,Retail Banking,Campaign -> Lead -> Conversion -> Opp -> Revenue,Functional,Bulk Edit Retail Banking Sales Account,User has Sales access and Retail Banking data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Bulk Edit and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Performance
SF-SA-02597,Sales,Account,Retail Banking,Account -> Contact -> Opp -> Close Won,Performance,Approve Retail Banking Sales Account,User has Sales access and Retail Banking data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Approve and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Mobile
SF-SA-02598,Sales,Account,Retail Banking,Account -> Contact -> Opp -> Close Won,Accessibility,Submit Retail Banking Sales Account,User has Sales access and Retail Banking data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Submit and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Performance
SF-SA-02599,Sales,Account,Manufacturing,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Functional,Archive Manufacturing Sales Account,User has Sales access and Manufacturing data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Archive and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Performance
SF-SA-02600,Sales,Account,Manufacturing,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,UI,Clone Manufacturing Sales Account,User has Sales access and Manufacturing data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Clone and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Accessibility
SF-SA-02601,Sales,Account,Manufacturing,Campaign -> Lead -> Conversion -> Opp -> Revenue,Security,Clone Manufacturing Sales Account,User has Sales access and Manufacturing data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Clone and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,UI
SF-SA-02602,Sales,Account,Manufacturing,Campaign -> Lead -> Conversion -> Opp -> Revenue,Security,Archive Manufacturing Sales Account,User has Sales access and Manufacturing data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Archive and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Security
SF-SA-02603,Sales,Account,Manufacturing,Account -> Contact -> Opp -> Close Won,Regression,View Manufacturing Sales Account,User has Sales access and Manufacturing data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform View and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Accessibility
SF-SA-02604,Sales,Account,Manufacturing,Account -> Contact -> Opp -> Close Won,Accessibility,Approve Manufacturing Sales Account,User has Sales access and Manufacturing data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Approve and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Integration
SF-SA-02605,Sales,Account,Retail,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Regression,Search Retail Sales Account,User has Sales access and Retail data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Search and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Regression
SF-SA-02606,Sales,Account,Retail,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Security,Bulk Edit Retail Sales Account,User has Sales access and Retail data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Bulk Edit and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Performance
SF-SA-02607,Sales,Account,Retail,Campaign -> Lead -> Conversion -> Opp -> Revenue,Performance,Restore Retail Sales Account,User has Sales access and Retail data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Restore and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Functional
SF-SA-02608,Sales,Account,Retail,Campaign -> Lead -> Conversion -> Opp -> Revenue,Security,Archive Retail Sales Account,User has Sales access and Retail data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Archive and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Accessibility
SF-SA-02609,Sales,Account,Retail,Account -> Contact -> Opp -> Close Won,Regression,Edit Retail Sales Account,User has Sales access and Retail data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Edit and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Regression
SF-SA-02610,Sales,Account,Retail,Account -> Contact -> Opp -> Close Won,Security,Create Retail Sales Account,User has Sales access and Retail data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Create and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Regression
SF-SA-02611,Sales,Account,Insurance,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Accessibility,View Insurance Sales Account,User has Sales access and Insurance data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform View and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Mobile
SF-SA-02612,Sales,Account,Insurance,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Regression,Delete Insurance Sales Account,User has Sales access and Insurance data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Delete and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Regression
SF-SA-02613,Sales,Account,Insurance,Campaign -> Lead -> Conversion -> Opp -> Revenue,UI,Edit Insurance Sales Account,User has Sales access and Insurance data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Edit and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,Accessibility
SF-SA-02614,Sales,Account,Insurance,Campaign -> Lead -> Conversion -> Opp -> Revenue,Security,Create Insurance Sales Account,User has Sales access and Insurance data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Create and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Functional
SF-SA-02615,Sales,Account,Insurance,Account -> Contact -> Opp -> Close Won,Functional,Update Insurance Sales Account,User has Sales access and Insurance data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Update and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Accessibility
SF-SA-02616,Sales,Account,Insurance,Account -> Contact -> Opp -> Close Won,Security,Reject Insurance Sales Account,User has Sales access and Insurance data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Reject and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Performance
SF-SA-02617,Sales,Account,Education,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Integration,Search Education Sales Account,User has Sales access and Education data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Search and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,UI
SF-SA-02618,Sales,Account,Education,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Mobile,Submit Education Sales Account,User has Sales access and Education data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Submit and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Accessibility
SF-SA-02619,Sales,Account,Education,Campaign -> Lead -> Conversion -> Opp -> Revenue,Integration,Reject Education Sales Account,User has Sales access and Education data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Reject and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Security
SF-SA-02620,Sales,Account,Education,Campaign -> Lead -> Conversion -> Opp -> Revenue,UI,Archive Education Sales Account,User has Sales access and Education data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Archive and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Low,Performance
SF-SA-02621,Sales,Account,Education,Account -> Contact -> Opp -> Close Won,Performance,Sync Education Sales Account,User has Sales access and Education data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Sync and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Low,Integration
SF-SA-02622,Sales,Account,Education,Account -> Contact -> Opp -> Close Won,Functional,Restore Education Sales Account,User has Sales access and Education data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Restore and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Regression
SF-SA-02623,Sales,Account,Healthcare,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Security,Create Healthcare Sales Account,User has Sales access and Healthcare data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Create and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Integration
SF-SA-02624,Sales,Account,Healthcare,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Regression,Reject Healthcare Sales Account,User has Sales access and Healthcare data is configured,"1. Navigate to Account.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Reject and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,Performance
SF-SA-02625,Sales,Account,Healthcare,Campaign -> Lead -> Conversion -> Opp -> Revenue,Integration,Update Healthcare Sales Account,User has Sales access and Healthcare data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Update and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Regression
SF-SA-02626,Sales,Account,Healthcare,Campaign -> Lead -> Conversion -> Opp -> Revenue,Functional,Delete Healthcare Sales Account,User has Sales access and Healthcare data is configured,"1. Navigate to Account.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Delete and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Functional
SF-SA-02627,Sales,Account,Healthcare,Account -> Contact -> Opp -> Close Won,Performance,Close Healthcare Sales Account,User has Sales access and Healthcare data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Close and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Performance
SF-SA-02628,Sales,Account,Healthcare,Account -> Contact -> Opp -> Close Won,Functional,Edit Healthcare Sales Account,User has Sales access and Healthcare data is configured,"1. Navigate to Account.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Edit and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,High,Functional
SF-SA-02629,Sales,Contact,Retail Banking,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,UI,Reject Retail Banking Sales Contact,User has Sales access and Retail Banking data is configured,"1. Navigate to Contact.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Reject and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,Mobile
SF-SA-02630,Sales,Contact,Retail Banking,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Functional,Search Retail Banking Sales Contact,User has Sales access and Retail Banking data is configured,"1. Navigate to Contact.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Search and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Medium,Mobile
SF-SA-02631,Sales,Contact,Retail Banking,Campaign -> Lead -> Conversion -> Opp -> Revenue,Regression,Close Retail Banking Sales Contact,User has Sales access and Retail Banking data is configured,"1. Navigate to Contact.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Close and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,High,Integration
SF-SA-02632,Sales,Contact,Retail Banking,Campaign -> Lead -> Conversion -> Opp -> Revenue,Functional,Archive Retail Banking Sales Contact,User has Sales access and Retail Banking data is configured,"1. Navigate to Contact.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Archive and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Performance
SF-SA-02633,Sales,Contact,Retail Banking,Account -> Contact -> Opp -> Close Won,Functional,Approve Retail Banking Sales Contact,User has Sales access and Retail Banking data is configured,"1. Navigate to Contact.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Approve and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Performance
SF-SA-02634,Sales,Contact,Retail Banking,Account -> Contact -> Opp -> Close Won,Security,Archive Retail Banking Sales Contact,User has Sales access and Retail Banking data is configured,"1. Navigate to Contact.
2. Execute: Account -> Contact -> Opp -> Close Won.
3. Perform Archive and verify results.",Account -> Contact -> Opp -> Close Won completes successfully with audit trail and validation,Medium,Regression
SF-SA-02635,Sales,Contact,Manufacturing,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Regression,Sync Manufacturing Sales Contact,User has Sales access and Manufacturing data is configured,"1. Navigate to Contact.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Sync and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,Low,UI
SF-SA-02636,Sales,Contact,Manufacturing,Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast,Functional,Update Manufacturing Sales Contact,User has Sales access and Manufacturing data is configured,"1. Navigate to Contact.
2. Execute: Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast.
3. Perform Update and verify results.",Lead -> Convert -> Opportunity -> Quote -> Order -> Forecast completes successfully with audit trail and validation,High,UI
SF-SA-02637,Sales,Contact,Manufacturing,Campaign -> Lead -> Conversion -> Opp -> Revenue,Security,Update Manufacturing Sales Contact,User has Sales access and Manufacturing data is configured,"1. Navigate to Contact.
2. Execute: Campaign -> Lead -> Conversion -> Opp -> Revenue.
3. Perform Update and verify results.",Campaign -> Lead -> Conversion -> Opp -> Revenue completes successfully with audit trail and validation,Medium,Integration
