Test Case ID,Platform,Suite,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
VV-REG-00977,Veeva,Regulatory,Labels,Consumer Health,Create -> Submit -> Approve -> Release -> Monitor,Data Migration,Create Consumer Health Veeva Labels,User has Veeva access and Consumer Health data is available,"1. Open Labels.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00978,Veeva,Regulatory,Labels,Consumer Health,Author -> Review -> Sign -> Distribute -> Track,Security,Archive Consumer Health Veeva Labels,User has Veeva access and Consumer Health data is available,"1. Open Labels.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00979,Veeva,Regulatory,Labels,Consumer Health,Plan -> Execute -> Verify -> Close -> Audit,Integration,Submit Consumer Health Veeva Labels,User has Veeva access and Consumer Health data is available,"1. Open Labels.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00980,Veeva,Regulatory,Labels,Consumer Health,Content -> Approval -> HCP Delivery -> Analytics,Integration,Reject Consumer Health Veeva Labels,User has Veeva access and Consumer Health data is available,"1. Open Labels.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00981,Veeva,Regulatory,Labels,CRO,Setup -> Review -> Approve -> Publish -> Archive,Data Migration,Archive CRO Veeva Labels,User has Veeva access and CRO data is available,"1. Open Labels.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00982,Veeva,Regulatory,Labels,CRO,Create -> Submit -> Approve -> Release -> Monitor,Accessibility,Edit CRO Veeva Labels,User has Veeva access and CRO data is available,"1. Open Labels.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00983,Veeva,Regulatory,Labels,CRO,Author -> Review -> Sign -> Distribute -> Track,Accessibility,Escalate CRO Veeva Labels,User has Veeva access and CRO data is available,"1. Open Labels.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00984,Veeva,Regulatory,Labels,CRO,Plan -> Execute -> Verify -> Close -> Audit,Regression,Escalate CRO Veeva Labels,User has Veeva access and CRO data is available,"1. Open Labels.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00985,Veeva,Regulatory,Labels,CRO,Content -> Approval -> HCP Delivery -> Analytics,Functional,Approve CRO Veeva Labels,User has Veeva access and CRO data is available,"1. Open Labels.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00986,Veeva,Regulatory,Labels,Manufacturing,Setup -> Review -> Approve -> Publish -> Archive,Regression,Validate Manufacturing Veeva Labels,User has Veeva access and Manufacturing data is available,"1. Open Labels.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00987,Veeva,Regulatory,Labels,Manufacturing,Create -> Submit -> Approve -> Release -> Monitor,Data Migration,Delete Manufacturing Veeva Labels,User has Veeva access and Manufacturing data is available,"1. Open Labels.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00988,Veeva,Regulatory,Labels,Manufacturing,Author -> Review -> Sign -> Distribute -> Track,Regression,Create Manufacturing Veeva Labels,User has Veeva access and Manufacturing data is available,"1. Open Labels.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00989,Veeva,Regulatory,Labels,Manufacturing,Plan -> Execute -> Verify -> Close -> Audit,Workflow,Escalate Manufacturing Veeva Labels,User has Veeva access and Manufacturing data is available,"1. Open Labels.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00990,Veeva,Regulatory,Labels,Manufacturing,Content -> Approval -> HCP Delivery -> Analytics,Performance,Reject Manufacturing Veeva Labels,User has Veeva access and Manufacturing data is available,"1. Open Labels.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00991,Veeva,Regulatory,Publishing,Pharma,Setup -> Review -> Approve -> Publish -> Archive,Regression,Reject Pharma Veeva Publishing,User has Veeva access and Pharma data is available,"1. Open Publishing.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00992,Veeva,Regulatory,Publishing,Pharma,Create -> Submit -> Approve -> Release -> Monitor,Data Migration,Reject Pharma Veeva Publishing,User has Veeva access and Pharma data is available,"1. Open Publishing.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00993,Veeva,Regulatory,Publishing,Pharma,Author -> Review -> Sign -> Distribute -> Track,Functional,Edit Pharma Veeva Publishing,User has Veeva access and Pharma data is available,"1. Open Publishing.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00994,Veeva,Regulatory,Publishing,Pharma,Plan -> Execute -> Verify -> Close -> Audit,Functional,Clone Pharma Veeva Publishing,User has Veeva access and Pharma data is available,"1. Open Publishing.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00995,Veeva,Regulatory,Publishing,Pharma,Content -> Approval -> HCP Delivery -> Analytics,Regression,Restore Pharma Veeva Publishing,User has Veeva access and Pharma data is available,"1. Open Publishing.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00996,Veeva,Regulatory,Publishing,Biotech,Setup -> Review -> Approve -> Publish -> Archive,Data Migration,Archive Biotech Veeva Publishing,User has Veeva access and Biotech data is available,"1. Open Publishing.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00997,Veeva,Regulatory,Publishing,Biotech,Create -> Submit -> Approve -> Release -> Monitor,Regression,Submit Biotech Veeva Publishing,User has Veeva access and Biotech data is available,"1. Open Publishing.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00998,Veeva,Regulatory,Publishing,Biotech,Author -> Review -> Sign -> Distribute -> Track,Regression,Archive Biotech Veeva Publishing,User has Veeva access and Biotech data is available,"1. Open Publishing.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-00999,Veeva,Regulatory,Publishing,Biotech,Plan -> Execute -> Verify -> Close -> Audit,Regression,Edit Biotech Veeva Publishing,User has Veeva access and Biotech data is available,"1. Open Publishing.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01000,Veeva,Regulatory,Publishing,Biotech,Content -> Approval -> HCP Delivery -> Analytics,Performance,Approve Biotech Veeva Publishing,User has Veeva access and Biotech data is available,"1. Open Publishing.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01001,Veeva,Regulatory,Publishing,Medical Devices,Setup -> Review -> Approve -> Publish -> Archive,Data Migration,Archive Medical Devices Veeva Publishing,User has Veeva access and Medical Devices data is available,"1. Open Publishing.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01002,Veeva,Regulatory,Publishing,Medical Devices,Create -> Submit -> Approve -> Release -> Monitor,Integration,Clone Medical Devices Veeva Publishing,User has Veeva access and Medical Devices data is available,"1. Open Publishing.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01003,Veeva,Regulatory,Publishing,Medical Devices,Author -> Review -> Sign -> Distribute -> Track,Workflow,Restore Medical Devices Veeva Publishing,User has Veeva access and Medical Devices data is available,"1. Open Publishing.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01004,Veeva,Regulatory,Publishing,Medical Devices,Plan -> Execute -> Verify -> Close -> Audit,Workflow,Search Medical Devices Veeva Publishing,User has Veeva access and Medical Devices data is available,"1. Open Publishing.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01005,Veeva,Regulatory,Publishing,Medical Devices,Content -> Approval -> HCP Delivery -> Analytics,Functional,Escalate Medical Devices Veeva Publishing,User has Veeva access and Medical Devices data is available,"1. Open Publishing.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01006,Veeva,Regulatory,Publishing,Consumer Health,Setup -> Review -> Approve -> Publish -> Archive,Data Migration,Search Consumer Health Veeva Publishing,User has Veeva access and Consumer Health data is available,"1. Open Publishing.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01007,Veeva,Regulatory,Publishing,Consumer Health,Create -> Submit -> Approve -> Release -> Monitor,Functional,Clone Consumer Health Veeva Publishing,User has Veeva access and Consumer Health data is available,"1. Open Publishing.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01008,Veeva,Regulatory,Publishing,Consumer Health,Author -> Review -> Sign -> Distribute -> Track,Functional,Escalate Consumer Health Veeva Publishing,User has Veeva access and Consumer Health data is available,"1. Open Publishing.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01009,Veeva,Regulatory,Publishing,Consumer Health,Plan -> Execute -> Verify -> Close -> Audit,Workflow,Archive Consumer Health Veeva Publishing,User has Veeva access and Consumer Health data is available,"1. Open Publishing.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01010,Veeva,Regulatory,Publishing,Consumer Health,Content -> Approval -> HCP Delivery -> Analytics,Security,Create Consumer Health Veeva Publishing,User has Veeva access and Consumer Health data is available,"1. Open Publishing.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01011,Veeva,Regulatory,Publishing,CRO,Setup -> Review -> Approve -> Publish -> Archive,Integration,Clone CRO Veeva Publishing,User has Veeva access and CRO data is available,"1. Open Publishing.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01012,Veeva,Regulatory,Publishing,CRO,Create -> Submit -> Approve -> Release -> Monitor,Functional,Archive CRO Veeva Publishing,User has Veeva access and CRO data is available,"1. Open Publishing.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01013,Veeva,Regulatory,Publishing,CRO,Author -> Review -> Sign -> Distribute -> Track,Data Migration,Escalate CRO Veeva Publishing,User has Veeva access and CRO data is available,"1. Open Publishing.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01014,Veeva,Regulatory,Publishing,CRO,Plan -> Execute -> Verify -> Close -> Audit,Accessibility,Restore CRO Veeva Publishing,User has Veeva access and CRO data is available,"1. Open Publishing.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01015,Veeva,Regulatory,Publishing,CRO,Content -> Approval -> HCP Delivery -> Analytics,Accessibility,Restore CRO Veeva Publishing,User has Veeva access and CRO data is available,"1. Open Publishing.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01016,Veeva,Regulatory,Publishing,Manufacturing,Setup -> Review -> Approve -> Publish -> Archive,Security,Search Manufacturing Veeva Publishing,User has Veeva access and Manufacturing data is available,"1. Open Publishing.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01017,Veeva,Regulatory,Publishing,Manufacturing,Create -> Submit -> Approve -> Release -> Monitor,Performance,Validate Manufacturing Veeva Publishing,User has Veeva access and Manufacturing data is available,"1. Open Publishing.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01018,Veeva,Regulatory,Publishing,Manufacturing,Author -> Review -> Sign -> Distribute -> Track,Performance,Archive Manufacturing Veeva Publishing,User has Veeva access and Manufacturing data is available,"1. Open Publishing.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01019,Veeva,Regulatory,Publishing,Manufacturing,Plan -> Execute -> Verify -> Close -> Audit,Integration,Approve Manufacturing Veeva Publishing,User has Veeva access and Manufacturing data is available,"1. Open Publishing.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01020,Veeva,Regulatory,Publishing,Manufacturing,Content -> Approval -> HCP Delivery -> Analytics,Functional,Edit Manufacturing Veeva Publishing,User has Veeva access and Manufacturing data is available,"1. Open Publishing.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01021,Veeva,Regulatory,HA Correspondence,Pharma,Setup -> Review -> Approve -> Publish -> Archive,Functional,Search Pharma Veeva HA Correspondence,User has Veeva access and Pharma data is available,"1. Open HA Correspondence.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01022,Veeva,Regulatory,HA Correspondence,Pharma,Create -> Submit -> Approve -> Release -> Monitor,Data Migration,Delete Pharma Veeva HA Correspondence,User has Veeva access and Pharma data is available,"1. Open HA Correspondence.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01023,Veeva,Regulatory,HA Correspondence,Pharma,Author -> Review -> Sign -> Distribute -> Track,Functional,Route Pharma Veeva HA Correspondence,User has Veeva access and Pharma data is available,"1. Open HA Correspondence.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01024,Veeva,Regulatory,HA Correspondence,Pharma,Plan -> Execute -> Verify -> Close -> Audit,Security,Clone Pharma Veeva HA Correspondence,User has Veeva access and Pharma data is available,"1. Open HA Correspondence.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01025,Veeva,Regulatory,HA Correspondence,Pharma,Content -> Approval -> HCP Delivery -> Analytics,Data Migration,Approve Pharma Veeva HA Correspondence,User has Veeva access and Pharma data is available,"1. Open HA Correspondence.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01026,Veeva,Regulatory,HA Correspondence,Biotech,Setup -> Review -> Approve -> Publish -> Archive,Integration,Update Biotech Veeva HA Correspondence,User has Veeva access and Biotech data is available,"1. Open HA Correspondence.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01027,Veeva,Regulatory,HA Correspondence,Biotech,Create -> Submit -> Approve -> Release -> Monitor,Performance,Approve Biotech Veeva HA Correspondence,User has Veeva access and Biotech data is available,"1. Open HA Correspondence.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01028,Veeva,Regulatory,HA Correspondence,Biotech,Author -> Review -> Sign -> Distribute -> Track,UI,Create Biotech Veeva HA Correspondence,User has Veeva access and Biotech data is available,"1. Open HA Correspondence.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01029,Veeva,Regulatory,HA Correspondence,Biotech,Plan -> Execute -> Verify -> Close -> Audit,Workflow,Archive Biotech Veeva HA Correspondence,User has Veeva access and Biotech data is available,"1. Open HA Correspondence.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01030,Veeva,Regulatory,HA Correspondence,Biotech,Content -> Approval -> HCP Delivery -> Analytics,Integration,Approve Biotech Veeva HA Correspondence,User has Veeva access and Biotech data is available,"1. Open HA Correspondence.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-REG-01031,Veeva,Regulatory,HA Correspondence,Medical Devices,Setup -> Review -> Approve -> Publish -> Archive,Regression,Restore Medical Devices Veeva HA Correspondence,User has Veeva access and Medical Devices data is available,"1. Open HA Correspondence.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
