Test Case ID,Cloud,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-MA-02433,Marketing,Personalization,Manufacturing,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Functional,Create Manufacturing Marketing Personalization,User has Marketing access and Manufacturing data is configured,"1. Navigate to Personalization.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Create and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Medium,Security
SF-MA-02434,Marketing,Personalization,Manufacturing,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Mobile,Validate Manufacturing Marketing Personalization,User has Marketing access and Manufacturing data is configured,"1. Navigate to Personalization.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Validate and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Medium,Integration
SF-MA-02435,Marketing,Personalization,Manufacturing,Consent Capture -> Segment -> Journey -> Send -> Response,Functional,Edit Manufacturing Marketing Personalization,User has Marketing access and Manufacturing data is configured,"1. Navigate to Personalization.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Edit and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,High,UI
SF-MA-02436,Marketing,Personalization,Manufacturing,Consent Capture -> Segment -> Journey -> Send -> Response,Regression,Update Manufacturing Marketing Personalization,User has Marketing access and Manufacturing data is configured,"1. Navigate to Personalization.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Update and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Medium,Regression
SF-MA-02437,Marketing,Personalization,Education,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Functional,Bulk Edit Education Marketing Personalization,User has Marketing access and Education data is configured,"1. Navigate to Personalization.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Bulk Edit and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Medium,Accessibility
SF-MA-02438,Marketing,Personalization,Education,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Mobile,Validate Education Marketing Personalization,User has Marketing access and Education data is configured,"1. Navigate to Personalization.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Validate and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Medium,Regression
SF-MA-02439,Marketing,Personalization,Education,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Integration,Create Education Marketing Personalization,User has Marketing access and Education data is configured,"1. Navigate to Personalization.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Create and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Low,Mobile
SF-MA-02440,Marketing,Personalization,Education,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Regression,Delete Education Marketing Personalization,User has Marketing access and Education data is configured,"1. Navigate to Personalization.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Delete and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Medium,Regression
SF-MA-02441,Marketing,Personalization,Education,Consent Capture -> Segment -> Journey -> Send -> Response,Functional,Create Education Marketing Personalization,User has Marketing access and Education data is configured,"1. Navigate to Personalization.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Create and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,High,Security
SF-MA-02442,Marketing,Personalization,Education,Consent Capture -> Segment -> Journey -> Send -> Response,Functional,Reassign Education Marketing Personalization,User has Marketing access and Education data is configured,"1. Navigate to Personalization.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Reassign and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,Regression
SF-MA-02443,Marketing,Personalization,Nonprofit,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Accessibility,Approve Nonprofit Marketing Personalization,User has Marketing access and Nonprofit data is configured,"1. Navigate to Personalization.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Approve and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Low,Security
SF-MA-02444,Marketing,Personalization,Nonprofit,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Security,Update Nonprofit Marketing Personalization,User has Marketing access and Nonprofit data is configured,"1. Navigate to Personalization.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Update and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Medium,Accessibility
SF-MA-02445,Marketing,Personalization,Nonprofit,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Security,Search Nonprofit Marketing Personalization,User has Marketing access and Nonprofit data is configured,"1. Navigate to Personalization.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Search and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Medium,Performance
SF-MA-02446,Marketing,Personalization,Nonprofit,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Integration,Edit Nonprofit Marketing Personalization,User has Marketing access and Nonprofit data is configured,"1. Navigate to Personalization.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Edit and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,High,Regression
SF-MA-02447,Marketing,Personalization,Nonprofit,Consent Capture -> Segment -> Journey -> Send -> Response,Mobile,Reassign Nonprofit Marketing Personalization,User has Marketing access and Nonprofit data is configured,"1. Navigate to Personalization.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Reassign and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,Regression
SF-MA-02448,Marketing,Personalization,Nonprofit,Consent Capture -> Segment -> Journey -> Send -> Response,Regression,Clone Nonprofit Marketing Personalization,User has Marketing access and Nonprofit data is configured,"1. Navigate to Personalization.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Clone and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,Regression
SF-MA-02449,Marketing,Marketing Cloud Connect,Retail,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Functional,Close Retail Marketing Marketing Cloud Connect,User has Marketing access and Retail data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Close and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Low,Security
SF-MA-02450,Marketing,Marketing Cloud Connect,Retail,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Regression,Export Retail Marketing Marketing Cloud Connect,User has Marketing access and Retail data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Export and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,High,Regression
SF-MA-02451,Marketing,Marketing Cloud Connect,Retail,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Regression,Search Retail Marketing Marketing Cloud Connect,User has Marketing access and Retail data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Search and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Medium,Security
SF-MA-02452,Marketing,Marketing Cloud Connect,Retail,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Security,Clone Retail Marketing Marketing Cloud Connect,User has Marketing access and Retail data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Clone and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,High,Security
SF-MA-02453,Marketing,Marketing Cloud Connect,Retail,Consent Capture -> Segment -> Journey -> Send -> Response,Performance,Update Retail Marketing Marketing Cloud Connect,User has Marketing access and Retail data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Update and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,High,UI
SF-MA-02454,Marketing,Marketing Cloud Connect,Retail,Consent Capture -> Segment -> Journey -> Send -> Response,Performance,Sync Retail Marketing Marketing Cloud Connect,User has Marketing access and Retail data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Sync and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,High,Security
SF-MA-02455,Marketing,Marketing Cloud Connect,Healthcare,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Functional,Reassign Healthcare Marketing Marketing Cloud Connect,User has Marketing access and Healthcare data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Reassign and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,High,Integration
SF-MA-02456,Marketing,Marketing Cloud Connect,Healthcare,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,UI,Submit Healthcare Marketing Marketing Cloud Connect,User has Marketing access and Healthcare data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Submit and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,High,Mobile
SF-MA-02457,Marketing,Marketing Cloud Connect,Healthcare,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Functional,Submit Healthcare Marketing Marketing Cloud Connect,User has Marketing access and Healthcare data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Submit and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,High,Performance
SF-MA-02458,Marketing,Marketing Cloud Connect,Healthcare,Cart Abandon -> Journey -> SMS -> Conversion -> Case,UI,Update Healthcare Marketing Marketing Cloud Connect,User has Marketing access and Healthcare data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Update and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Low,UI
SF-MA-02459,Marketing,Marketing Cloud Connect,Healthcare,Consent Capture -> Segment -> Journey -> Send -> Response,Security,Edit Healthcare Marketing Marketing Cloud Connect,User has Marketing access and Healthcare data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Edit and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,High,Regression
SF-MA-02460,Marketing,Marketing Cloud Connect,Healthcare,Consent Capture -> Segment -> Journey -> Send -> Response,Functional,Archive Healthcare Marketing Marketing Cloud Connect,User has Marketing access and Healthcare data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Archive and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,Integration
SF-MA-02461,Marketing,Marketing Cloud Connect,Financial Services,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Mobile,Archive Financial Services Marketing Marketing Cloud Connect,User has Marketing access and Financial Services data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Archive and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,High,Functional
SF-MA-02462,Marketing,Marketing Cloud Connect,Financial Services,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Functional,Validate Financial Services Marketing Marketing Cloud Connect,User has Marketing access and Financial Services data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Validate and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,High,Functional
SF-MA-02463,Marketing,Marketing Cloud Connect,Financial Services,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Functional,Close Financial Services Marketing Marketing Cloud Connect,User has Marketing access and Financial Services data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Close and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Medium,Functional
SF-MA-02464,Marketing,Marketing Cloud Connect,Financial Services,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Functional,Archive Financial Services Marketing Marketing Cloud Connect,User has Marketing access and Financial Services data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Archive and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Low,Accessibility
SF-MA-02465,Marketing,Marketing Cloud Connect,Financial Services,Consent Capture -> Segment -> Journey -> Send -> Response,Integration,Update Financial Services Marketing Marketing Cloud Connect,User has Marketing access and Financial Services data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Update and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,High,Accessibility
SF-MA-02466,Marketing,Marketing Cloud Connect,Financial Services,Consent Capture -> Segment -> Journey -> Send -> Response,Performance,Restore Financial Services Marketing Marketing Cloud Connect,User has Marketing access and Financial Services data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Restore and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,Accessibility
SF-MA-02467,Marketing,Marketing Cloud Connect,Manufacturing,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Accessibility,Sync Manufacturing Marketing Marketing Cloud Connect,User has Marketing access and Manufacturing data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Sync and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Low,Accessibility
SF-MA-02468,Marketing,Marketing Cloud Connect,Manufacturing,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,UI,Export Manufacturing Marketing Marketing Cloud Connect,User has Marketing access and Manufacturing data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Export and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,High,Functional
SF-MA-02469,Marketing,Marketing Cloud Connect,Manufacturing,Cart Abandon -> Journey -> SMS -> Conversion -> Case,UI,View Manufacturing Marketing Marketing Cloud Connect,User has Marketing access and Manufacturing data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform View and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Medium,Mobile
SF-MA-02470,Marketing,Marketing Cloud Connect,Manufacturing,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Integration,Sync Manufacturing Marketing Marketing Cloud Connect,User has Marketing access and Manufacturing data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Sync and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Medium,Functional
SF-MA-02471,Marketing,Marketing Cloud Connect,Manufacturing,Consent Capture -> Segment -> Journey -> Send -> Response,Regression,Submit Manufacturing Marketing Marketing Cloud Connect,User has Marketing access and Manufacturing data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Submit and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Medium,Mobile
SF-MA-02472,Marketing,Marketing Cloud Connect,Manufacturing,Consent Capture -> Segment -> Journey -> Send -> Response,UI,Archive Manufacturing Marketing Marketing Cloud Connect,User has Marketing access and Manufacturing data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Archive and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Medium,Mobile
SF-MA-02473,Marketing,Marketing Cloud Connect,Education,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Security,Approve Education Marketing Marketing Cloud Connect,User has Marketing access and Education data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Approve and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,High,Mobile
SF-MA-02474,Marketing,Marketing Cloud Connect,Education,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Regression,Bulk Edit Education Marketing Marketing Cloud Connect,User has Marketing access and Education data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Bulk Edit and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Low,Functional
SF-MA-02475,Marketing,Marketing Cloud Connect,Education,Cart Abandon -> Journey -> SMS -> Conversion -> Case,UI,Reject Education Marketing Marketing Cloud Connect,User has Marketing access and Education data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Reject and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Medium,Regression
SF-MA-02476,Marketing,Marketing Cloud Connect,Education,Cart Abandon -> Journey -> SMS -> Conversion -> Case,UI,Edit Education Marketing Marketing Cloud Connect,User has Marketing access and Education data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Edit and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Medium,Accessibility
SF-MA-02477,Marketing,Marketing Cloud Connect,Education,Consent Capture -> Segment -> Journey -> Send -> Response,Security,Approve Education Marketing Marketing Cloud Connect,User has Marketing access and Education data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Approve and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,High,Accessibility
SF-MA-02478,Marketing,Marketing Cloud Connect,Education,Consent Capture -> Segment -> Journey -> Send -> Response,UI,Update Education Marketing Marketing Cloud Connect,User has Marketing access and Education data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Update and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,Regression
SF-MA-02479,Marketing,Marketing Cloud Connect,Nonprofit,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,UI,Reassign Nonprofit Marketing Marketing Cloud Connect,User has Marketing access and Nonprofit data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Reassign and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Medium,UI
SF-MA-02480,Marketing,Marketing Cloud Connect,Nonprofit,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Performance,Update Nonprofit Marketing Marketing Cloud Connect,User has Marketing access and Nonprofit data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Update and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Low,Accessibility
SF-MA-02481,Marketing,Marketing Cloud Connect,Nonprofit,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Functional,Export Nonprofit Marketing Marketing Cloud Connect,User has Marketing access and Nonprofit data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Export and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Medium,Mobile
SF-MA-02482,Marketing,Marketing Cloud Connect,Nonprofit,Cart Abandon -> Journey -> SMS -> Conversion -> Case,UI,Update Nonprofit Marketing Marketing Cloud Connect,User has Marketing access and Nonprofit data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Update and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Low,UI
SF-MA-02483,Marketing,Marketing Cloud Connect,Nonprofit,Consent Capture -> Segment -> Journey -> Send -> Response,Mobile,View Nonprofit Marketing Marketing Cloud Connect,User has Marketing access and Nonprofit data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform View and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,Integration
SF-MA-02484,Marketing,Marketing Cloud Connect,Nonprofit,Consent Capture -> Segment -> Journey -> Send -> Response,UI,Approve Nonprofit Marketing Marketing Cloud Connect,User has Marketing access and Nonprofit data is configured,"1. Navigate to Marketing Cloud Connect.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Approve and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,UI
SF-MA-02485,Marketing,Consent Management,Retail,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Functional,Bulk Edit Retail Marketing Consent Management,User has Marketing access and Retail data is configured,"1. Navigate to Consent Management.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Bulk Edit and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Medium,Integration
SF-MA-02486,Marketing,Consent Management,Retail,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Integration,Close Retail Marketing Consent Management,User has Marketing access and Retail data is configured,"1. Navigate to Consent Management.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Close and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Medium,UI
SF-MA-02487,Marketing,Consent Management,Retail,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Functional,Restore Retail Marketing Consent Management,User has Marketing access and Retail data is configured,"1. Navigate to Consent Management.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Restore and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,High,Mobile
SF-MA-02488,Marketing,Consent Management,Retail,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Functional,Delete Retail Marketing Consent Management,User has Marketing access and Retail data is configured,"1. Navigate to Consent Management.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Delete and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Medium,UI
SF-MA-02489,Marketing,Consent Management,Retail,Consent Capture -> Segment -> Journey -> Send -> Response,UI,Sync Retail Marketing Consent Management,User has Marketing access and Retail data is configured,"1. Navigate to Consent Management.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Sync and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Medium,Accessibility
SF-MA-02490,Marketing,Consent Management,Retail,Consent Capture -> Segment -> Journey -> Send -> Response,Regression,Submit Retail Marketing Consent Management,User has Marketing access and Retail data is configured,"1. Navigate to Consent Management.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Submit and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Low,Mobile
SF-MA-02491,Marketing,Consent Management,Healthcare,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Integration,Delete Healthcare Marketing Consent Management,User has Marketing access and Healthcare data is configured,"1. Navigate to Consent Management.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Delete and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Medium,Integration
SF-MA-02492,Marketing,Consent Management,Healthcare,Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead,Performance,Bulk Edit Healthcare Marketing Consent Management,User has Marketing access and Healthcare data is configured,"1. Navigate to Consent Management.
2. Execute: Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead.
3. Perform Bulk Edit and verify results.",Visit -> Form Fill -> Lead -> Journey -> Email -> Sales Lead completes successfully with audit trail and validation,Medium,Integration
SF-MA-02493,Marketing,Consent Management,Healthcare,Cart Abandon -> Journey -> SMS -> Conversion -> Case,Security,Clone Healthcare Marketing Consent Management,User has Marketing access and Healthcare data is configured,"1. Navigate to Consent Management.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Clone and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Low,Accessibility
SF-MA-02494,Marketing,Consent Management,Healthcare,Cart Abandon -> Journey -> SMS -> Conversion -> Case,UI,Validate Healthcare Marketing Consent Management,User has Marketing access and Healthcare data is configured,"1. Navigate to Consent Management.
2. Execute: Cart Abandon -> Journey -> SMS -> Conversion -> Case.
3. Perform Validate and verify results.",Cart Abandon -> Journey -> SMS -> Conversion -> Case completes successfully with audit trail and validation,Low,Security
SF-MA-02495,Marketing,Consent Management,Healthcare,Consent Capture -> Segment -> Journey -> Send -> Response,UI,Search Healthcare Marketing Consent Management,User has Marketing access and Healthcare data is configured,"1. Navigate to Consent Management.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Search and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Medium,Security
SF-MA-02496,Marketing,Consent Management,Healthcare,Consent Capture -> Segment -> Journey -> Send -> Response,Integration,Bulk Edit Healthcare Marketing Consent Management,User has Marketing access and Healthcare data is configured,"1. Navigate to Consent Management.
2. Execute: Consent Capture -> Segment -> Journey -> Send -> Response.
3. Perform Bulk Edit and verify results.",Consent Capture -> Segment -> Journey -> Send -> Response completes successfully with audit trail and validation,Medium,Security
